Gx,Gy,Gz,RF
6.29206,0,0,1.339343
6.29206,0,0,1.339343
6.29206,0,0,1.403047
6.29206,0,0,1.403047
6.29206,0,0,1.474521
6.29206,0,0,1.474521
6.29206,0,0,1.474521
6.29206,0,0,1.546511
6.29206,0,0,1.546511
6.29206,0,0,1.613841
6.29206,0,0,1.613841
6.29206,0,0,1.613841
6.29206,0,0,1.670295
6.29206,0,0,1.670295
6.29206,0,0,1.710692
6.29206,0,0,1.710692
6.29206,0,0,1.734517
6.29206,0,0,1.734517
6.29206,0,0,1.734517
6.29206,0,0,1.741768
6.29206,0,0,1.741768
6.29206,0,0,1.733999
6.29206,0,0,1.733999
6.29206,0,0,1.733999
6.29206,0,0,1.716907
6.29206,0,0,1.716907
6.29206,0,0,1.697227
6.29206,0,0,1.697227
6.29206,0,0,1.683243
6.29206,0,0,1.683243
6.29206,0,0,1.683243
6.29206,0,0,1.680135
6.29206,0,0,1.680135
6.29206,0,0,1.697227
6.29206,0,0,1.697227
6.29206,0,0,1.697227
6.29206,0,0,1.735553
6.29206,0,0,1.735553
6.29206,0,0,1.796149
6.29206,0,0,1.796149
6.29206,0,0,1.796149
6.29206,0,0,1.868658
6.29206,0,0,1.868658
6.29206,0,0,1.949454
6.29206,0,0,1.949454
6.29206,0,0,2.024552
6.29206,0,0,2.024552
6.29206,0,0,2.024552
6.29206,0,0,2.090846
6.29206,0,0,2.090846
6.29206,0,0,2.136941
6.29206,0,0,2.136941
6.29206,0,0,2.136941
6.29206,0,0,2.161801
6.29206,0,0,2.161801
6.29206,0,0,2.161283
6.29206,0,0,2.161283
6.29206,0,0,2.137977
6.29206,0,0,2.137977
6.29206,0,0,2.137977
6.29206,0,0,2.09499
6.29206,0,0,2.09499
6.29206,0,0,2.041126
6.29206,0,0,2.041126
6.29206,0,0,2.041126
6.29206,0,0,1.982601
6.29206,0,0,1.982601
6.29206,0,0,1.931327
6.29206,0,0,1.931327
6.29206,0,0,1.931327
6.29206,0,0,1.89818
6.29206,0,0,1.89818
6.29206,0,0,1.887303
6.29206,0,0,1.887303
6.29206,0,0,1.903359
6.29206,0,0,1.903359
6.29206,0,0,1.903359
6.29206,0,0,1.942203
6.29206,0,0,1.942203
6.29206,0,0,1.998656
6.29206,0,0,1.998656
6.29206,0,0,1.998656
6.29206,0,0,2.059771
6.29206,0,0,2.059771
6.29206,0,0,2.118296
6.29206,0,0,2.118296
6.29206,0,0,2.163873
6.29206,0,0,2.163873
6.29206,0,0,2.163873
6.29206,0,0,2.19443
6.29206,0,0,2.19443
6.29206,0,0,2.200128
6.29206,0,0,2.200128
6.29206,0,0,2.200128
6.29206,0,0,2.186662
6.29206,0,0,2.186662
6.29206,0,0,2.151443
6.29206,0,0,2.151443
6.29206,0,0,2.151443
6.29206,0,0,2.102758
6.29206,0,0,2.102758
6.29206,0,0,2.046305
6.29206,0,0,2.046305
6.29206,0,0,1.990888
6.29206,0,0,1.990888
6.29206,0,0,1.990888
6.29206,0,0,1.945311
6.29206,0,0,1.945311
6.29206,0,0,1.922522
6.29206,0,0,1.922522
6.29206,0,0,1.922522
6.29206,0,0,1.924076
6.29206,0,0,1.924076
6.29206,0,0,1.957741
6.29206,0,0,1.957741
6.29206,0,0,1.957741
6.29206,0,0,2.017302
6.29206,0,0,2.017302
6.29206,0,0,2.100169
6.29206,0,0,2.100169
6.29206,0,0,2.196502
6.29206,0,0,2.196502
6.29206,0,0,2.196502
6.29206,0,0,2.294907
6.29206,0,0,2.294907
6.29206,0,0,2.388651
6.29206,0,0,2.388651
6.29206,0,0,2.388651
6.29206,0,0,2.469446
6.29206,0,0,2.469446
6.29206,0,0,2.532115
6.29206,0,0,2.532115
6.29206,0,0,2.574066
6.29206,0,0,2.574066
6.29206,0,0,2.574066
6.29206,0,0,2.595301
6.29206,0,0,2.595301
6.29206,0,0,2.597891
6.29206,0,0,2.597891
6.29206,0,0,2.597891
6.29206,0,0,2.591158
6.29206,0,0,2.591158
6.29206,0,0,2.57821
6.29206,0,0,2.57821
6.29206,0,0,2.57821
6.29206,0,0,2.576138
6.29206,0,0,2.576138
6.29206,0,0,2.59064
6.29206,0,0,2.59064
6.29206,0,0,2.635181
6.29206,0,0,2.635181
6.29206,0,0,2.635181
6.29206,0,0,2.709762
6.29206,0,0,2.709762
6.29206,0,0,2.818525
6.29206,0,0,2.818525
6.29206,0,0,2.818525
6.29206,0,0,2.949041
6.29206,0,0,2.949041
6.29206,0,0,3.095613
6.29206,0,0,3.095613
6.29206,0,0,3.241148
6.29206,0,0,3.241148
6.29206,0,0,3.241148
6.29206,0,0,3.377362
6.29206,0,0,3.377362
6.29206,0,0,3.490786
6.29206,0,0,3.490786
6.29206,0,0,3.490786
6.29206,0,0,3.578833
6.29206,0,0,3.578833
6.29206,0,0,3.634768
6.29206,0,0,3.634768
6.29206,0,0,3.634768
6.29206,0,0,3.662218
6.29206,0,0,3.662218
6.29206,0,0,3.666361
6.29206,0,0,3.666361
6.29206,0,0,3.656521
6.29206,0,0,3.656521
6.29206,0,0,3.656521
6.29206,0,0,3.644609
6.29206,0,0,3.644609
6.29206,0,0,3.644609
6.29206,0,0,3.644609
6.29206,0,0,3.644609
6.29206,0,0,3.668433
6.29206,0,0,3.668433
6.29206,0,0,3.722815
6.29206,0,0,3.722815
6.29206,0,0,3.811897
6.29206,0,0,3.811897
6.29206,0,0,3.811897
6.29206,0,0,3.927393
6.29206,0,0,3.927393
6.29206,0,0,4.062053
6.29206,0,0,4.062053
6.29206,0,0,4.062053
6.29206,0,0,4.200856
6.29206,0,0,4.200856
6.29206,0,0,4.334479
6.29206,0,0,4.334479
6.29206,0,0,4.334479
6.29206,0,0,4.445314
6.29206,0,0,4.445314
6.29206,0,0,4.532325
6.29206,0,0,4.532325
6.29206,0,0,4.585153
6.29206,0,0,4.585153
6.29206,0,0,4.585153
6.29206,0,0,4.608459
6.29206,0,0,4.608459
6.29206,0,0,4.604316
6.29206,0,0,4.604316
6.29206,0,0,4.604316
6.29206,0,0,4.584117
6.29206,0,0,4.584117
6.29206,0,0,4.559257
6.29206,0,0,4.559257
6.29206,0,0,4.543719
6.29206,0,0,4.543719
6.29206,0,0,4.543719
6.29206,0,0,4.552006
6.29206,0,0,4.552006
6.29206,0,0,4.596029
6.29206,0,0,4.596029
6.29206,0,0,4.596029
6.29206,0,0,4.680968
6.29206,0,0,4.680968
6.29206,0,0,4.807859
6.29206,0,0,4.807859
6.29206,0,0,4.807859
6.29206,0,0,4.971004
6.29206,0,0,4.971004
6.29206,0,0,5.157973
6.29206,0,0,5.157973
6.29206,0,0,5.358408
6.29206,0,0,5.358408
6.29206,0,0,5.358408
6.29206,0,0,5.556772
6.29206,0,0,5.556772
6.29206,0,0,5.745296
6.29206,0,0,5.745296
6.29206,0,0,5.745296
6.29206,0,0,5.911548
6.29206,0,0,5.911548
6.29206,0,0,6.057084
6.29206,0,0,6.057084
6.29206,0,0,6.057084
6.29206,0,0,6.176206
6.29206,0,0,6.176206
6.29206,0,0,6.279272
6.29206,0,0,6.279272
6.29206,0,0,6.372498
6.29206,0,0,6.372498
6.29206,0,0,6.372498
6.29206,0,0,6.472974
6.29206,0,0,6.472974
6.29206,0,0,6.589507
6.29206,0,0,6.589507
6.29206,0,0,6.589507
6.29206,0,0,6.742811
6.29206,0,0,6.742811
6.29206,0,0,6.935477
6.29206,0,0,6.935477
6.29206,0,0,7.182007
6.29206,0,0,7.182007
6.29206,0,0,7.182007
6.29206,0,0,7.4679
6.29206,0,0,7.4679
6.29206,0,0,7.798851
6.29206,0,0,7.798851
6.29206,0,0,7.798851
6.29206,0,0,8.146894
6.29206,0,0,8.146894
6.29206,0,0,8.505814
6.29206,0,0,8.505814
6.29206,0,0,8.505814
6.29206,0,0,8.855927
6.29206,0,0,8.855927
6.29206,0,0,9.184808
6.29206,0,0,9.184808
6.29206,0,0,9.478469
6.29206,0,0,9.478469
6.29206,0,0,9.478469
6.29206,0,0,9.744679
6.29206,0,0,9.744679
6.29206,0,0,9.969975
6.29206,0,0,9.969975
6.29206,0,0,9.969975
6.29206,0,0,10.179215
6.29206,0,0,10.179215
6.29206,0,0,10.380169
6.29206,0,0,10.380169
6.29206,0,0,10.579568
6.29206,0,0,10.579568
6.29206,0,0,10.579568
6.29206,0,0,10.822474
6.29206,0,0,10.822474
6.29206,0,0,11.089203
6.29206,0,0,11.089203
6.29206,0,0,11.089203
6.29206,0,0,11.412903
6.29206,0,0,11.412903
6.29206,0,0,11.779591
6.29206,0,0,11.779591
6.29206,0,0,11.779591
6.29206,0,0,12.192373
6.29206,0,0,12.192373
6.29206,0,0,12.605674
6.29206,0,0,12.605674
6.29206,0,0,13.036584
6.29206,0,0,13.036584
6.29206,0,0,13.036584
6.29206,0,0,13.433829
6.29206,0,0,13.433829
6.29206,0,0,13.804661
6.29206,0,0,13.804661
6.29206,0,0,13.804661
6.29206,0,0,14.104538
6.29206,0,0,14.104538
6.29206,0,0,14.378517
6.29206,0,0,14.378517
6.29206,0,0,14.571702
6.29206,0,0,14.571702
6.29206,0,0,14.571702
6.29206,0,0,14.728113
6.29206,0,0,14.728113
6.29206,0,0,14.839467
6.29206,0,0,14.839467
6.29206,0,0,14.839467
6.29206,0,0,14.971019
6.29206,0,0,14.971019
6.29206,0,0,15.070459
6.29206,0,0,15.070459
6.29206,0,0,15.070459
6.29206,0,0,15.23723
6.29206,0,0,15.23723
6.29206,0,0,15.401929
6.29206,0,0,15.401929
6.29206,0,0,15.631368
6.29206,0,0,15.631368
6.29206,0,0,15.631368
6.29206,0,0,15.854591
6.29206,0,0,15.854591
6.29206,0,0,16.16638
6.29206,0,0,16.16638
6.29206,0,0,16.16638
6.29206,0,0,16.279285
6.29206,0,0,16.279285
6.29206,0,0,16.624741
6.29206,0,0,16.624741
6.29206,0,0,16.801868
6.29206,0,0,16.801868
6.29206,0,0,16.801868
6.29206,0,0,16.872305
6.29206,0,0,16.872305
6.29206,0,0,16.867126
6.29206,0,0,16.867126
6.29206,0,0,16.867126
6.29206,0,0,16.857286
6.29206,0,0,16.857286
6.29206,0,0,16.80394
6.29206,0,0,16.80394
6.29206,0,0,16.80394
6.29206,0,0,16.719002
6.29206,0,0,16.719002
6.29206,0,0,16.539801
6.29206,0,0,16.539801
6.29206,0,0,16.384941
6.29206,0,0,16.384941
6.29206,0,0,16.384941
6.29206,0,0,16.3057
6.29206,0,0,16.3057
6.29206,0,0,16.569839
6.29206,0,0,16.569839
6.29206,0,0,16.569839
6.29206,0,0,16.554302
6.29206,0,0,16.554302
6.29206,0,0,16.562071
6.29206,0,0,16.562071
6.29206,0,0,16.819996
6.29206,0,0,16.819996
6.29206,0,0,16.819996
6.29206,0,0,16.885254
6.29206,0,0,16.885254
6.29206,0,0,16.89872
6.29206,0,0,16.89872
6.29206,0,0,16.89872
6.29206,0,0,16.880074
6.29206,0,0,16.880074
6.29206,0,0,16.821548
6.29206,0,0,16.821548
6.29206,0,0,16.821548
6.29206,0,0,16.735575
6.29206,0,0,16.735575
6.29206,0,0,16.498367
6.29206,0,0,16.498367
6.29206,0,0,16.179846
6.29206,0,0,16.179846
6.29206,0,0,16.179846
6.29206,0,0,15.738059
6.29206,0,0,15.738059
6.29206,0,0,15.287468
6.29206,0,0,15.287468
6.29206,0,0,15.287468
6.29206,0,0,14.812535
6.29206,0,0,14.812535
6.29206,0,0,14.394054
6.29206,0,0,14.394054
6.29206,0,0,14.394054
6.29206,0,0,14.036689
6.29206,0,0,14.036689
6.29206,0,0,13.79482
6.29206,0,0,13.79482
6.29206,0,0,13.642035
6.29206,0,0,13.642035
6.29206,0,0,13.642035
6.29206,0,0,13.590241
6.29206,0,0,13.590241
6.29206,0,0,13.581955
6.29206,0,0,13.581955
6.29206,0,0,13.581955
6.29206,0,0,13.594903
6.29206,0,0,13.594903
6.29206,0,0,13.583508
6.29206,0,0,13.583508
6.29206,0,0,13.485621
6.29206,0,0,13.485621
6.29206,0,0,13.485621
6.29206,0,0,13.302795
6.29206,0,0,13.302795
6.29206,0,0,12.998776
6.29206,0,0,12.998776
6.29206,0,0,12.998776
6.29206,0,0,12.576671
6.29206,0,0,12.576671
6.29206,0,0,12.046319
6.29206,0,0,12.046319
6.29206,0,0,12.046319
6.29206,0,0,11.447085
6.29206,0,0,11.447085
6.29206,0,0,10.795542
6.29206,0,0,10.795542
6.29206,0,0,10.150211
6.29206,0,0,10.150211
6.29206,0,0,10.150211
6.29206,0,0,9.547352
6.29206,0,0,9.547352
6.29206,0,0,9.034093
6.29206,0,0,9.034093
6.29206,0,0,9.034093
6.29206,0,0,8.618202
6.29206,0,0,8.618202
6.29206,0,0,8.306414
6.29206,0,0,8.306414
6.29206,0,0,8.082154
6.29206,0,0,8.082154
6.29206,0,0,8.082154
6.29206,0,0,7.898293
6.29206,0,0,7.898293
6.29206,0,0,7.715466
6.29206,0,0,7.715466
6.29206,0,0,7.715466
6.29206,0,0,7.493796
6.29206,0,0,7.493796
6.29206,0,0,7.201171
6.29206,0,0,7.201171
6.29206,0,0,7.201171
6.29206,0,0,6.822571
6.29206,0,0,6.822571
6.29206,0,0,6.35178
6.29206,0,0,6.35178
6.29206,0,0,5.800713
6.29206,0,0,5.800713
6.29206,0,0,5.800713
6.29206,0,0,5.186459
6.29206,0,0,5.186459
6.29206,0,0,4.544755
6.29206,0,0,4.544755
6.29206,0,0,4.544755
6.29206,0,0,3.908748
6.29206,0,0,3.908748
6.29206,0,0,3.326087
6.29206,0,0,3.326087
6.29206,0,0,2.842867
6.29206,0,0,2.842867
6.29206,0,0,2.842867
6.29206,0,0,2.497414
6.29206,0,0,2.497414
6.29206,0,0,2.298532
6.29206,0,0,2.298532
6.29206,0,0,2.298532
6.29206,0,0,2.217737
6.29206,0,0,2.217737
6.29206,0,0,2.194948
6.29206,0,0,2.194948
6.29206,0,0,2.194948
6.29206,0,0,2.170606
6.29206,0,0,2.170606
6.29206,0,0,2.110009
6.29206,0,0,2.110009
6.29206,0,0,1.997103
6.29206,0,0,1.997103
6.29206,0,0,1.997103
6.29206,0,0,1.836547
6.29206,0,0,1.836547
6.29206,0,0,1.653203
6.29206,0,0,1.653203
6.29206,0,0,1.653203
6.29206,0,0,1.492648
6.29206,0,0,1.492648
6.29206,0,0,1.413406
6.29206,0,0,1.413406
6.29206,0,0,1.456911
6.29206,0,0,1.456911
6.29206,0,0,1.456911
6.29206,0,0,1.619538
6.29206,0,0,1.619538
6.29206,0,0,1.851567
6.29206,0,0,1.851567
6.29206,0,0,1.851567
6.29206,0,0,2.100169
6.29206,0,0,2.100169
6.29206,0,0,2.325464
6.29206,0,0,2.325464
6.29206,0,0,2.325464
6.29206,0,0,2.500522
6.29206,0,0,2.500522
6.29206,0,0,2.611875
6.29206,0,0,2.611875
6.29206,0,0,2.655898
6.29206,0,0,2.655898
6.29206,0,0,2.655898
6.29206,0,0,2.64036
6.29206,0,0,2.64036
6.29206,0,0,2.594265
6.29206,0,0,2.594265
6.29206,0,0,2.594265
6.29206,0,0,2.560601
6.29206,0,0,2.560601
6.29206,0,0,2.604624
6.29206,0,0,2.604624
6.29206,0,0,2.786932
6.29206,0,0,2.786932
6.29206,0,0,2.786932
6.29206,0,0,3.142226
6.29206,0,0,3.142226
6.29206,0,0,3.656521
6.29206,0,0,3.656521
6.29206,0,0,3.656521
6.29206,0,0,4.288902
6.29206,0,0,4.288902
6.29206,0,0,4.991203
6.29206,0,0,4.991203
6.29206,0,0,4.991203
6.29206,0,0,5.709041
6.29206,0,0,5.709041
6.29206,0,0,6.406681
6.29206,0,0,6.406681
6.29206,0,0,7.035436
6.29206,0,0,7.035436
6.29206,0,0,7.035436
6.29206,0,0,7.576663
6.29206,0,0,7.576663
6.29206,0,0,7.996179
6.29206,0,0,7.996179
6.29206,0,0,7.996179
6.29206,0,0,8.301234
6.29206,0,0,8.301234
6.29206,0,0,8.481989
6.29206,0,0,8.481989
6.29206,0,0,8.481989
6.29206,0,0,8.591788
6.29206,0,0,8.591788
6.29206,0,0,8.657564
6.29206,0,0,8.657564
6.29206,0,0,8.777204
6.29206,0,0,8.777204
6.29206,0,0,8.777204
6.29206,0,0,9.006125
6.29206,0,0,9.006125
6.29206,0,0,9.439107
6.29206,0,0,9.439107
6.29206,0,0,9.439107
6.29206,0,0,10.075113
6.29206,0,0,10.075113
6.29206,0,0,10.933309
6.29206,0,0,10.933309
6.29206,0,0,11.91943
6.29206,0,0,11.91943
6.29206,0,0,11.91943
6.29206,0,0,12.980649
6.29206,0,0,12.980649
6.29206,0,0,14.014419
6.29206,0,0,14.014419
6.29206,0,0,14.014419
6.29206,0,0,14.948748
6.29206,0,0,14.948748
6.29206,0,0,15.701805
6.29206,0,0,15.701805
6.29206,0,0,15.701805
6.29206,0,0,16.269964
6.29206,0,0,16.269964
6.29206,0,0,16.534103
6.29206,0,0,16.534103
6.29206,0,0,16.586412
6.29206,0,0,16.586412
6.29206,0,0,16.586412
6.29206,0,0,16.430002
6.29206,0,0,16.430002
6.29206,0,0,16.185543
6.29206,0,0,16.185543
6.29206,0,0,16.185543
6.29206,0,0,15.808496
6.29206,0,0,15.808496
6.29206,0,0,15.506549
6.29206,0,0,15.506549
6.29206,0,0,15.334082
6.29206,0,0,15.334082
6.29206,0,0,15.334082
6.29206,0,0,15.369818
6.29206,0,0,15.369818
6.29206,0,0,15.604436
6.29206,0,0,15.604436
6.29206,0,0,15.604436
6.29206,0,0,15.996502
6.29206,0,0,15.996502
6.29206,0,0,16.483866
6.29206,0,0,16.483866
6.29206,0,0,16.483866
6.29206,0,0,16.922028
6.29206,0,0,16.922028
6.29206,0,0,16.967604
6.29206,0,0,16.967604
6.29206,0,0,16.970711
6.29206,0,0,16.970711
6.29206,0,0,16.970711
6.29206,0,0,16.936527
6.29206,0,0,16.936527
6.29206,0,0,16.623186
6.29206,0,0,16.623186
6.29206,0,0,16.623186
6.29206,0,0,15.851483
6.29206,0,0,15.851483
6.29206,0,0,14.95082
6.29206,0,0,14.95082
6.29206,0,0,13.978683
6.29206,0,0,13.978683
6.29206,0,0,13.978683
6.29206,0,0,13.109612
6.29206,0,0,13.109612
6.29206,0,0,12.505198
6.29206,0,0,12.505198
6.29206,0,0,12.505198
6.29206,0,0,12.295958
6.29206,0,0,12.295958
6.29206,0,0,12.544042
6.29206,0,0,12.544042
6.29206,0,0,12.544042
6.29206,0,0,13.144312
6.29206,0,0,13.144312
6.29206,0,0,13.986969
6.29206,0,0,13.986969
6.29206,0,0,14.85604
6.29206,0,0,14.85604
6.29206,0,0,14.85604
6.29206,0,0,15.710609
6.29206,0,0,15.710609
6.29206,0,0,16.230083
6.29206,0,0,16.230083
6.29206,0,0,16.230083
6.29206,0,0,16.852106
6.29206,0,0,16.852106
6.29206,0,0,16.907524
6.29206,0,0,16.907524
6.29206,0,0,16.857805
6.29206,0,0,16.857805
6.29206,0,0,16.857805
6.29206,0,0,16.712786
6.29206,0,0,16.712786
6.29206,0,0,16.572948
6.29206,0,0,16.572948
6.29206,0,0,16.572948
6.29206,0,0,16.40773
6.29206,0,0,16.40773
6.29206,0,0,16.437252
6.29206,0,0,16.437252
6.29206,0,0,16.437252
6.29206,0,0,16.456415
6.29206,0,0,16.456415
6.29206,0,0,16.606094
6.29206,0,0,16.606094
6.29206,0,0,16.810673
6.29206,0,0,16.810673
6.29206,0,0,16.810673
6.29206,0,0,16.922028
6.29206,0,0,16.922028
6.29206,0,0,16.948441
6.29206,0,0,16.948441
6.29206,0,0,16.948441
6.29206,0,0,16.93342
