jMRUI Data Textfile

Filename: /Users/Georg/Documents/MATLAB/osprey/exampledata/sdat/UnEdited/derivatives/jMRUIFiles/mrs_sub-01_ses-01_press-ref_sub-01_PRESS_35_ref_jMRUI_REF.TXT

PointsInDataset: 2048
DatasetsInFile: 1
SamplingInterval: 5.000000E-01
ZeroOrderPhase: 0E+00
BeginTime: 0E+00
TransmitterFrequency: 1.277509E+08
MagneticField: 3.000467E+00
TypeOfNucleus: 0E+00
NameOfPatient: No Name
DateOfExperiment: 
Spectrometer: TrioTim
AdditionalInfo: jnear


Signal and FFT
sig(real)	sig(imag)	fft(real)	fft(imag)
Signal 1 out of 1 in file
0.05112938	-0.00854896	0.88905099	7.28268432
0.05014261	-0.00840374	0.90833149	7.30946493
0.05020202	-0.00843349	0.91393771	7.34764032
0.04973184	-0.00837411	0.89835947	7.38023654
0.04900948	-0.00827181	0.93610435	7.39768812
0.04880678	-0.00825685	0.93809994	7.42472726
0.04851404	-0.00822646	0.93572356	7.42855172
0.04800790	-0.00815958	0.92970790	7.46848629
0.04677734	-0.00796888	0.95055345	7.48508395
0.04600648	-0.00785572	0.99460127	7.50132467
0.04508498	-0.00771617	1.00264515	7.49305404
0.04563382	-0.00782811	0.97736100	7.51254369
0.04382955	-0.00753591	0.96747434	7.52688103
0.04439124	-0.00765001	0.98313699	7.56261720
0.04257214	-0.00735334	0.97069316	7.55095436
0.04141365	-0.00716959	0.97111825	7.59329997
0.04156286	-0.00721184	0.96930856	7.60472019
0.04111785	-0.00715087	0.98517471	7.64218897
0.04180064	-0.00728613	0.97918008	7.66460144
0.04022664	-0.00702767	0.95706252	7.65644217
0.03957098	-0.00692876	0.96983620	7.68579359
0.04015371	-0.00704667	0.97407873	7.70306546
0.04025390	-0.00708016	0.97371107	7.76254843
0.03860991	-0.00680627	0.95033268	7.75560407
0.03869498	-0.00683657	0.98311075	7.79021769
0.03765806	-0.00666826	0.96874314	7.80317939
0.03629368	-0.00644102	0.99538053	7.81644593
0.03686207	-0.00655648	0.98252757	7.82735136
0.03659349	-0.00652318	0.96982632	7.84497987
0.03571925	-0.00638148	0.95372256	7.88021350
0.03363441	-0.00602232	0.98399809	7.90223900
0.03399679	-0.00610066	0.95482057	7.94346990
0.03438725	-0.00618434	0.96907741	7.94106378
0.03345123	-0.00602924	0.96883691	7.98077089
0.03385724	-0.00611583	0.96479265	8.01651969
0.03253967	-0.00589072	0.96392101	8.03496075
0.03329930	-0.00604142	0.98160361	8.06548422
0.03065259	-0.00557338	0.98195247	8.06876868
0.03119526	-0.00568441	0.96035483	8.10304066
0.03129598	-0.00571517	0.98359715	8.13445798
0.03073884	-0.00562560	0.97944795	8.16143787
0.03016867	-0.00553321	0.98028538	8.14890559
0.02949908	-0.00542210	0.98717315	8.18790360
0.02855699	-0.00526026	0.97949547	8.22468764
0.02773978	-0.00512073	0.98644890	8.22356165
0.02786684	-0.00515523	0.99236025	8.27245332
0.02701110	-0.00500764	0.97215663	8.26449602
0.02650100	-0.00492359	0.99277231	8.33656952
0.02672253	-0.00497535	0.95447165	8.33126928
0.02572247	-0.00479935	0.96673861	8.36889618
0.02505869	-0.00468545	0.97736692	8.40232275
0.02522370	-0.00472632	0.98608159	8.44435672
0.02457149	-0.00461386	0.98581965	8.49226327
0.02453588	-0.00461692	1.02144361	8.52492781
0.02378487	-0.00448505	1.02357427	8.54195696
0.02422213	-0.00457712	1.04629296	8.56009073
0.02376693	-0.00450054	1.02526603	8.56771834
0.02303633	-0.00437135	1.05308144	8.61502573
0.02334774	-0.00443972	1.06635680	8.62061008
0.02263000	-0.00431223	1.04736481	8.61678663
0.02213878	-0.00422742	1.05130522	8.66406474
