Gx,Gy,Gz,RF
3.564092,0,0,2.620241
3.564092,0,0,2.620241
3.564092,0,0,2.620241
3.564092,0,0,2.620241
3.564092,0,0,2.620241
3.564092,0,0,2.438797
3.564092,0,0,2.438797
3.564092,0,0,2.438797
3.564092,0,0,2.438797
3.564092,0,0,2.126342
3.564092,0,0,2.126342
3.564092,0,0,2.126342
3.564092,0,0,2.126342
3.564092,0,0,1.691097
3.564092,0,0,1.691097
3.564092,0,0,1.691097
3.564092,0,0,1.691097
3.564092,0,0,1.157182
3.564092,0,0,1.157182
3.564092,0,0,1.157182
3.564092,0,0,1.157182
3.564092,0,0,0.545975
3.564092,0,0,0.545975
3.564092,0,0,0.545975
3.564092,0,0,0.545975
3.564092,0,0,0.545975
3.564092,0,0,-0.108537
3.564092,0,0,-0.108537
3.564092,0,0,-0.108537
3.564092,0,0,-0.108537
3.564092,0,0,-0.77785
3.564092,0,0,-0.77785
3.564092,0,0,-0.77785
3.564092,0,0,-0.77785
3.564092,0,0,-1.423043
3.564092,0,0,-1.423043
3.564092,0,0,-1.423043
3.564092,0,0,-1.423043
3.564092,0,0,-2.013968
3.564092,0,0,-2.013968
3.564092,0,0,-2.013968
3.564092,0,0,-2.013968
3.564092,0,0,-2.513349
3.564092,0,0,-2.513349
3.564092,0,0,-2.513349
3.564092,0,0,-2.513349
3.564092,0,0,-2.897066
3.564092,0,0,-2.897066
3.564092,0,0,-2.897066
3.564092,0,0,-2.897066
3.564092,0,0,-2.897066
3.564092,0,0,-3.137163
3.564092,0,0,-3.137163
3.564092,0,0,-3.137163
3.564092,0,0,-3.137163
3.564092,0,0,-3.221033
3.564092,0,0,-3.221033
3.564092,0,0,-3.221033
3.564092,0,0,-3.221033
3.564092,0,0,-3.135519
3.564092,0,0,-3.135519
3.564092,0,0,-3.135519
3.564092,0,0,-3.135519
3.564092,0,0,-2.88391
3.564092,0,0,-2.88391
3.564092,0,0,-2.88391
3.564092,0,0,-2.88391
3.564092,0,0,-2.470591
3.564092,0,0,-2.470591
3.564092,0,0,-2.470591
3.564092,0,0,-2.470591
3.564092,0,0,-2.470591
3.564092,0,0,-1.915846
3.564092,0,0,-1.915846
3.564092,0,0,-1.915846
3.564092,0,0,-1.915846
3.564092,0,0,-1.239955
3.564092,0,0,-1.239955
3.564092,0,0,-1.239955
3.564092,0,0,-1.239955
3.564092,0,0,-0.478002
3.564092,0,0,-0.478002
3.564092,0,0,-0.478002
3.564092,0,0,-0.478002
3.564092,0,0,0.338219
3.564092,0,0,0.338219
3.564092,0,0,0.338219
3.564092,0,0,0.338219
3.564092,0,0,1.164308
3.564092,0,0,1.164308
3.564092,0,0,1.164308
3.564092,0,0,1.164308
3.564092,0,0,1.96244
3.564092,0,0,1.96244
3.564092,0,0,1.96244
3.564092,0,0,1.96244
3.564092,0,0,1.96244
3.564092,0,0,2.687665
3.564092,0,0,2.687665
3.564092,0,0,2.687665
3.564092,0,0,2.687665
3.564092,0,0,3.304354
3.564092,0,0,3.304354
3.564092,0,0,3.304354
3.564092,0,0,3.304354
3.564092,0,0,3.773037
3.564092,0,0,3.773037
3.564092,0,0,3.773037
3.564092,0,0,3.773037
3.564092,0,0,4.069596
3.564092,0,0,4.069596
3.564092,0,0,4.069596
3.564092,0,0,4.069596
3.564092,0,0,4.168266
3.564092,0,0,4.168266
3.564092,0,0,4.168266
3.564092,0,0,4.168266
3.564092,0,0,4.168266
3.564092,0,0,4.061374
3.564092,0,0,4.061374
3.564092,0,0,4.061374
3.564092,0,0,4.061374
3.564092,0,0,3.743437
3.564092,0,0,3.743437
3.564092,0,0,3.743437
3.564092,0,0,3.743437
3.564092,0,0,3.228159
3.564092,0,0,3.228159
3.564092,0,0,3.228159
3.564092,0,0,3.228159
3.564092,0,0,2.529245
3.564092,0,0,2.529245
3.564092,0,0,2.529245
3.564092,0,0,2.529245
3.564092,0,0,1.680682
3.564092,0,0,1.680682
3.564092,0,0,1.680682
3.564092,0,0,1.680682
3.564092,0,0,0.715359
3.564092,0,0,0.715359
3.564092,0,0,0.715359
3.564092,0,0,0.715359
3.564092,0,0,0.715359
3.564092,0,0,-0.319582
3.564092,0,0,-0.319582
3.564092,0,0,-0.319582
3.564092,0,0,-0.319582
3.564092,0,0,-1.378093
3.564092,0,0,-1.378093
3.564092,0,0,-1.378093
3.564092,0,0,-1.378093
3.564092,0,0,-2.404263
3.564092,0,0,-2.404263
3.564092,0,0,-2.404263
3.564092,0,0,-2.404263
3.564092,0,0,-3.348208
3.564092,0,0,-3.348208
3.564092,0,0,-3.348208
3.564092,0,0,-3.348208
3.564092,0,0,-4.154014
3.564092,0,0,-4.154014
3.564092,0,0,-4.154014
3.564092,0,0,-4.154014
3.564092,0,0,-4.776732
3.564092,0,0,-4.776732
3.564092,0,0,-4.776732
3.564092,0,0,-4.776732
3.564092,0,0,-4.776732
3.564092,0,0,-5.16922
3.564092,0,0,-5.16922
3.564092,0,0,-5.16922
3.564092,0,0,-5.16922
3.564092,0,0,-5.300232
3.564092,0,0,-5.300232
3.564092,0,0,-5.300232
3.564092,0,0,-5.300232
3.564092,0,0,-5.140167
3.564092,0,0,-5.140167
3.564092,0,0,-5.140167
3.564092,0,0,-5.140167
3.564092,0,0,-4.679707
3.564092,0,0,-4.679707
3.564092,0,0,-4.679707
3.564092,0,0,-4.679707
3.564092,0,0,-3.91282
3.564092,0,0,-3.91282
3.564092,0,0,-3.91282
3.564092,0,0,-3.91282
3.564092,0,0,-3.91282
3.564092,0,0,-2.852664
3.564092,0,0,-2.852664
3.564092,0,0,-2.852664
3.564092,0,0,-2.852664
3.564092,0,0,-1.51678
3.564092,0,0,-1.51678
3.564092,0,0,-1.51678
3.564092,0,0,-1.51678
3.564092,0,0,0.060298
3.564092,0,0,0.060298
3.564092,0,0,0.060298
3.564092,0,0,0.060298
3.564092,0,0,1.841843
3.564092,0,0,1.841843
3.564092,0,0,1.841843
3.564092,0,0,1.841843
3.564092,0,0,3.776327
3.564092,0,0,3.776327
3.564092,0,0,3.776327
3.564092,0,0,3.776327
3.564092,0,0,5.812769
3.564092,0,0,5.812769
3.564092,0,0,5.812769
3.564092,0,0,5.812769
3.564092,0,0,5.812769
3.564092,0,0,7.886487
3.564092,0,0,7.886487
3.564092,0,0,7.886487
3.564092,0,0,7.886487
3.564092,0,0,9.935537
3.564092,0,0,9.935537
3.564092,0,0,9.935537
3.564092,0,0,9.935537
3.564092,0,0,11.886466
3.564092,0,0,11.886466
3.564092,0,0,11.886466
3.564092,0,0,11.886466
3.564092,0,0,13.6713
3.564092,0,0,13.6713
3.564092,0,0,13.6713
3.564092,0,0,13.6713
3.564092,0,0,15.217681
3.564092,0,0,15.217681
3.564092,0,0,15.217681
3.564092,0,0,15.217681
3.564092,0,0,15.217681
3.564092,0,0,16.465309
3.564092,0,0,16.465309
3.564092,0,0,16.465309
3.564092,0,0,16.465309
3.564092,0,0,17.358824
3.564092,0,0,17.358824
3.564092,0,0,17.358824
3.564092,0,0,17.358824
3.564092,0,0,17.864233
3.564092,0,0,17.864233
3.564092,0,0,17.864233
3.564092,0,0,17.864233
3.564092,0,0,17.961807
3.564092,0,0,17.961807
3.564092,0,0,17.961807
3.564092,0,0,17.961807
3.564092,0,0,17.659767
3.564092,0,0,17.659767
3.564092,0,0,17.659767
3.564092,0,0,17.659767
3.564092,0,0,16.98004
3.564092,0,0,16.98004
3.564092,0,0,16.98004
3.564092,0,0,16.98004
3.564092,0,0,16.98004
3.564092,0,0,15.970314
3.564092,0,0,15.970314
3.564092,0,0,15.970314
3.564092,0,0,15.970314
3.564092,0,0,14.684314
3.564092,0,0,14.684314
3.564092,0,0,14.684314
3.564092,0,0,14.684314
3.564092,0,0,13.191105
3.564092,0,0,13.191105
3.564092,0,0,13.191105
3.564092,0,0,13.191105
3.564092,0,0,11.555372
3.564092,0,0,11.555372
3.564092,0,0,11.555372
3.564092,0,0,11.555372
3.564092,0,0,9.846735
3.564092,0,0,9.846735
3.564092,0,0,9.846735
3.564092,0,0,9.846735
3.564092,0,0,9.846735
3.564092,0,0,8.123296
3.564092,0,0,8.123296
3.564092,0,0,8.123296
3.564092,0,0,8.123296
3.564092,0,0,6.441517
3.564092,0,0,6.441517
3.564092,0,0,6.441517
3.564092,0,0,6.441517
3.564092,0,0,4.844157
3.564092,0,0,4.844157
3.564092,0,0,4.844157
3.564092,0,0,4.844157
3.564092,0,0,3.370134
3.564092,0,0,3.370134
3.564092,0,0,3.370134
3.564092,0,0,3.370134
3.564092,0,0,2.044665
3.564092,0,0,2.044665
3.564092,0,0,2.044665
3.564092,0,0,2.044665
3.564092,0,0,0.890772
3.564092,0,0,0.890772
3.564092,0,0,0.890772
3.564092,0,0,0.890772
3.564092,0,0,0.890772
3.564092,0,0,-0.08387
3.564092,0,0,-0.08387
3.564092,0,0,-0.08387
3.564092,0,0,-0.08387
3.564092,0,0,-0.871587
3.564092,0,0,-0.871587
3.564092,0,0,-0.871587
3.564092,0,0,-0.871587
3.564092,0,0,-1.47786
3.564092,0,0,-1.47786
3.564092,0,0,-1.47786
3.564092,0,0,-1.47786
3.564092,0,0,-1.90872
3.564092,0,0,-1.90872
3.564092,0,0,-1.90872
3.564092,0,0,-1.90872
3.564092,0,0,-2.179514
3.564092,0,0,-2.179514
3.564092,0,0,-2.179514
3.564092,0,0,-2.179514
3.564092,0,0,-2.179514
3.564092,0,0,-2.306141
3.564092,0,0,-2.306141
3.564092,0,0,-2.306141
3.564092,0,0,-2.306141
3.564092,0,0,-2.310526
3.564092,0,0,-2.310526
3.564092,0,0,-2.310526
3.564092,0,0,-2.310526
3.564092,0,0,-2.214049
3.564092,0,0,-2.214049
3.564092,0,0,-2.214049
3.564092,0,0,-2.214049
3.564092,0,0,-2.039732
3.564092,0,0,-2.039732
3.564092,0,0,-2.039732
3.564092,0,0,-2.039732
3.564092,0,0,-1.810598
3.564092,0,0,-1.810598
3.564092,0,0,-1.810598
3.564092,0,0,-1.810598
3.564092,0,0,-1.546929
3.564092,0,0,-1.546929
3.564092,0,0,-1.546929
3.564092,0,0,-1.546929
3.564092,0,0,-1.546929
3.564092,0,0,-1.271201
3.564092,0,0,-1.271201
3.564092,0,0,-1.271201
3.564092,0,0,-1.271201
3.564092,0,0,-0.99328
3.564092,0,0,-0.99328
3.564092,0,0,-0.99328
3.564092,0,0,-0.99328
3.564092,0,0,-0.739478
3.564092,0,0,-0.739478
3.564092,0,0,-0.739478
3.564092,0,0,-0.739478
3.564092,0,0,-0.494995
3.564092,0,0,-0.494995
3.564092,0,0,-0.494995
3.564092,0,0,-0.494995
3.564092,0,0,-0.327804
3.564092,0,0,-0.327804
3.564092,0,0,-0.327804
3.564092,0,0,-0.327804
3.564092,0,0,0
3.452714,0,0,0
3.341336,0,0,0
3.229958,0,0,0
3.11858,0,0,0
3.007202,0,0,0
2.895824,0,0,0
2.784447,0,0,0
2.673069,0,0,0
2.561691,0,0,0
2.450313,0,0,0
2.338935,0,0,0
2.227557,0,0,0
2.116179,0,0,0
2.004802,0,0,0
1.893424,0,0,0
1.782046,0,0,0
1.670668,0,0,0
1.55929,0,0,0
1.447912,0,0,0
1.336534,0,0,0
1.225157,0,0,0
1.113779,0,0,0
1.002401,0,0,0
0.891023,0,0,0
0.779645,0,0,0
0.668267,0,0,0
0.556889,0,0,0
0.445511,0,0,0
0.334134,0,0,0
0.222756,0,0,0
0.111378,0,0,0
0,0,0,0
1.159481,1.159481,1.159481,0
2.318962,2.318962,2.318962,0
3.478443,3.478443,3.478443,0
4.637924,4.637924,4.637924,0
5.797405,5.797405,5.797405,0
6.956886,6.956886,6.956886,0
8.116367,8.116367,8.116367,0
9.275848,9.275848,9.275848,0
10.435329,10.435329,10.435329,0
11.59481,11.59481,11.59481,0
12.754292,12.754292,12.754292,0
13.913773,13.913773,13.913773,0
15.073254,15.073254,15.073254,0
16.232735,16.232735,16.232735,0
